x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
-105.02287856174772,73.62216785487384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.624074094662987,0.0,0.0,0.0,0.0,0.0,0.0,14.776691112210884,0.0
73.62216785487384,-154.71690994053193,52.84336369909848,0.0,0.0,0.0,0.0,0.0,28.3564418865596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,52.84336369909848,-153.26408447565979,100.48075827656132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,100.48075827656132,-135.84565235433902,35.42494357777771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,35.42494357777771,-142.81655621137935,107.57166113360165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,107.57166113360165,-136.01731097688204,28.44568484328038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,28.44568484328038,-40.17978886195391,11.794152518673528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,11.794152518673528,-11.794127018673528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,28.3564418865596,0.0,0.0,0.0,0.0,0.0,0.0,-28.356420386559602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.624074094662987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.33569127229736,21.771682177634375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.771682177634375,-43.86357274868121,10.072517427779703,12.139512643267128,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.072517427779703,-10.072456427779702,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.139512643267128,0.0,-41.89149083195619,16.624074094662987,13.128041594026076,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.624074094662987,-16.47403709466299,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.128041594026076,0.0,-57.360475560820674,44.3225429667946,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.3225429667946,-44.3224839667946,0.0,0.0
14.776691112210884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-299.3400636170935,284.68337250488264
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.68337250488264,-284.68337250488264
